1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Srta. Maria Vitória Ramos,Masculino,34,Pinto,DF,Casado(a),Ensino Médio Incompleto,"R$ 6.886,39",Carro,GNV,234,Mais funcionalidades,Atendimento ao cliente,Localização,Mais opções de pagamento,"Importante, mas não influencia minha escolha",Semanalmente,Preço,Semanalmente,Vantagens,Bom
Vitória Almeida,Masculino,42,Dias,ES,Solteiro(a),Ensino Superior Completo,"R$ 1.504,81",Moto,Gasolina,1522,Ofertas mais atraentes,Atendimento ao cliente,Localização,Postos mais modernos,Não considero importante,Diariamente,Formas de Pagamento,Raramente,Economia,Ruim
Calebe Viana,Feminino,29,da Mata de da Paz,AM,Solteiro(a),Pós-graduação,"R$ 3.292,15",Ônibus,Diesel,3461,Mais funcionalidades,Limpeza e organização,Localização,Mais opções de pagamento,Não considero importante,Mensalmente,Localização,Mensalmente,Economia,Ruim
João Pedro Lima,Feminino,55,Souza,RJ,Casado(a),Ensino Superior Completo,"R$ 8.231,77",Camionete,Diesel,3881,Maior facilidade de uso,Limpeza e organização,Qualidade do combustível,Postos mais modernos,Extremamente importante e só escolho postos que levam isso a sério,Semanalmente,Preço,Raramente,Facilidade,Bom
Melissa Porto,Masculino,70,da Costa,BA,Solteiro(a),Ensino Médio Incompleto,"R$ 5.437,65",Carro,Álcool,65,Maior facilidade de uso,Combustível de qualidade,Serviços adicionais,Mais opções de pagamento,Não considero importante,Diariamente,Formas de Pagamento,Raramente,Vantagens,Ruim
Pedro Nascimento,Masculino,53,Nunes do Amparo,DF,Solteiro(a),Ensino Superior Incompleto,"R$ 3.589,72",Moto,Gasolina,2307,Ofertas mais atraentes,Combustível de qualidade,Localização,Programa de fidelidade,Não considero importante,Mensalmente,Formas de Pagamento,Diariamente,Economia,Excelente
Ana Beatriz Mendes,Feminino,54,Lima da Mata,MG,Casado(a),Pós-graduação,"R$ 3.314,41",Carro,Gasolina,164,Maior facilidade de uso,Combustível de qualidade,Serviços adicionais,Programa de fidelidade,"Importante, mas não influencia minha escolha",Diariamente,Localização,Diariamente,Economia,Excelente
Alexia Viana,Feminino,58,Pinto,RO,Casado(a),Pós-graduação,"R$ 8.447,51",Moto,Gasolina,4722,Maior facilidade de uso,Combustível de qualidade,Preço,Postos mais modernos,Importante e influencia minha escolha,Diariamente,Qualidade Combustível,Raramente,Ambiental,Excelente
Sophia da Cunha,Feminino,54,da Luz,GO,Divorciado(a),Ensino Médio Incompleto,"R$ 5.402,57",Caminhão,Diesel,1118,Design do aplicativo,Combustível de qualidade,Localização,Melhorias no ambiente de loja de conveniência,Importante e influencia minha escolha,Semanalmente,Serviços Oferecidos,Diariamente,Indicação,Ótimo
Vitor Araújo,Masculino,80,Silva,GO,Divorciado(a),Ensino Superior Completo,"R$ 8.173,94",Caminhão,Diesel,3742,Design do aplicativo,Limpeza e organização,Preço,Melhorias no ambiente de loja de conveniência,"Importante, mas não influencia minha escolha",Semanalmente,Formas de Pagamento,Diariamente,Indicação,Ótimo
Enrico Ferreira,Masculino,58,Souza da Prata,AL,Casado(a),Ensino Médio Completo,"R$ 7.174,34",Caminhão,Diesel,2710,Design do aplicativo,Segurança,Serviços adicionais,Postos mais modernos,Importante e influencia minha escolha,Diariamente,Promoções e Descontos,Raramente,Vantagens,Ótimo
Ryan Pinto,Feminino,36,Novaes de Goiás,AL,Solteiro(a),Ensino Superior Completo,"R$ 2.641,66",Ônibus,Diesel,961,Maior facilidade de uso,Segurança,Qualidade do combustível,Mais opções de pagamento,Não considero importante,Raramente,Serviços Oferecidos,Raramente,Vantagens,Ótimo
Isabelly Costela,Masculino,49,Silva,MT,Viúvo(a),Ensino Superior Completo,"R$ 7.047,02",Ônibus,Diesel,698,Ofertas mais atraentes,Limpeza e organização,Localização,Programa de fidelidade,Não considero importante,Semanalmente,Preço,Raramente,Economia,Excelente
Cauã Dias,Masculino,75,Dias de Rezende,ES,Casado(a),Ensino Superior Incompleto,"R$ 5.540,54",Ônibus,Diesel,2305,Maior facilidade de uso,Atendimento ao cliente,Qualidade do combustível,Programa de fidelidade,Não considero importante,Semanalmente,Preço,Semanalmente,Facilidade,Excelente
André da Mata,Masculino,43,Porto de Barros,RR,Divorciado(a),Ensino Médio Completo,"R$ 9.383,82",Carro,GNV,3058,Maior facilidade de uso,Segurança,Localização,Programa de fidelidade,Importante e influencia minha escolha,Semanalmente,Qualidade Combustível,Mensalmente,Ambiental,Ruim
Milena Moura,Masculino,42,Cardoso Grande,AP,Divorciado(a),Pós-graduação,"R$ 2.929,44",Ônibus,Diesel,2722,Ofertas mais atraentes,Limpeza e organização,Qualidade do combustível,Programa de fidelidade,"Importante, mas não influencia minha escolha",Raramente,Localização,Semanalmente,Economia,Ruim
Dr. Enzo Costa,Masculino,64,Barbosa,PI,Solteiro(a),Ensino Médio Completo,"R$ 1.663,34",Carro,Gasolina,2414,Mais funcionalidades,Combustível de qualidade,Preço,Melhorias no ambiente de loja de conveniência,"Importante, mas não influencia minha escolha",Raramente,Localização,Diariamente,Vantagens,Ótimo
Sr. Diego Castro,Feminino,36,Costa,GO,Solteiro(a),Ensino Superior Incompleto,"R$ 2.783,27",Caminhão,Diesel,1062,Mais funcionalidades,Combustível de qualidade,Localização,Melhorias no ambiente de loja de conveniência,Não considero importante,Raramente,Qualidade Combustível,Diariamente,Vantagens,Excelente
Alana Azevedo,Masculino,35,Gonçalves Paulista,TO,Divorciado(a),Ensino Superior Incompleto,"R$ 2.898,68",Carro,Álcool,807,Ofertas mais atraentes,Combustível de qualidade,Qualidade do combustível,Melhorias no ambiente de loja de conveniência,Importante e influencia minha escolha,Mensalmente,Serviços Oferecidos,Diariamente,Ambiental,Ótimo
Leonardo das Neves,Masculino,33,Fernandes de Goiás,TO,Viúvo(a),Ensino Médio Completo,"R$ 5.888,06",Moto,Gasolina,44,Design do aplicativo,Segurança,Qualidade do combustível,Programa de fidelidade,Extremamente importante e só escolho postos que levam isso a sério,Diariamente,Preço,Raramente,Ambiental,Excelente
Ian Ramos,Feminino,50,Fernandes,BA,Divorciado(a),Ensino Médio Incompleto,"R$ 8.455,43",Ônibus,Diesel,998,Design do aplicativo,Atendimento ao cliente,Localização,Melhorias no ambiente de loja de conveniência,Não considero importante,Diariamente,Qualidade Combustível,Semanalmente,Facilidade,Ótimo
Srta. Kamilly da Luz,Feminino,52,Peixoto do Campo,CE,Divorciado(a),Pós-graduação,"R$ 5.511,58",Moto,Gasolina,3640,Maior facilidade de uso,Segurança,Preço,Melhorias no ambiente de loja de conveniência,Importante e influencia minha escolha,Raramente,Promoções e Descontos,Semanalmente,Indicação,Ótimo
Guilherme Costa,Masculino,73,Monteiro,PE,Casado(a),Ensino Superior Incompleto,"R$ 3.625,37",Camionete,Diesel,2500,Mais funcionalidades,Segurança,Localização,Programa de fidelidade,"Importante, mas não influencia minha escolha",Semanalmente,Qualidade Combustível,Raramente,Vantagens,Ruim
Dra. Gabriela da Cruz,Feminino,31,da Cruz de Lima,AP,Viúvo(a),Ensino Médio Completo,"R$ 4.684,82",Carro,Gasolina,4949,Maior facilidade de uso,Segurança,Localização,Mais opções de pagamento,Importante e influencia minha escolha,Diariamente,Qualidade Combustível,Diariamente,Indicação,Excelente
Pietra da Rosa,Feminino,35,Ribeiro,TO,Casado(a),Ensino Médio Incompleto,"R$ 8.482,50",Moto,Gasolina,1085,Maior facilidade de uso,Atendimento ao cliente,Localização,Postos mais modernos,"Importante, mas não influencia minha escolha",Mensalmente,Localização,Raramente,Ambiental,Bom
João Pedro Almeida,Feminino,40,Rocha de Correia,AP,Casado(a),Ensino Superior Incompleto,"R$ 7.839,09",Camionete,Diesel,4296,Ofertas mais atraentes,Segurança,Qualidade do combustível,Programa de fidelidade,"Importante, mas não influencia minha escolha",Mensalmente,Preço,Mensalmente,Facilidade,Ruim
Nathan Cardoso,Masculino,67,Cavalcanti de Correia,PA,Solteiro(a),Ensino Superior Incompleto,"R$ 4.952,59",Caminhão,Diesel,3838,Ofertas mais atraentes,Atendimento ao cliente,Serviços adicionais,Melhorias no ambiente de loja de conveniência,Extremamente importante e só escolho postos que levam isso a sério,Raramente,Qualidade Combustível,Mensalmente,Indicação,Excelente
Alícia Lima,Feminino,21,Ramos do Norte,MA,Casado(a),Ensino Médio Completo,"R$ 4.636,85",Caminhão,Diesel,2841,Mais funcionalidades,Combustível de qualidade,Preço,Programa de fidelidade,Importante e influencia minha escolha,Mensalmente,Qualidade Combustível,Mensalmente,Facilidade,Ruim
Ana Carolina da Mata,Masculino,64,Santos,RS,Divorciado(a),Ensino Superior Completo,"R$ 4.463,91",Moto,Gasolina,3828,Maior facilidade de uso,Atendimento ao cliente,Preço,Postos mais modernos,Extremamente importante e só escolho postos que levam isso a sério,Semanalmente,Qualidade Combustível,Semanalmente,Vantagens,Bom
Luiza Mendes,Masculino,71,Cardoso de Ramos,AL,Solteiro(a),Ensino Médio Completo,"R$ 1.861,96",Moto,Gasolina,860,Mais funcionalidades,Limpeza e organização,Localização,Mais opções de pagamento,Não considero importante,Diariamente,Promoções e Descontos,Raramente,Facilidade,Excelente
Dr. Davi Luiz Viana,Masculino,48,Sales de da Cunha,PI,Casado(a),Ensino Médio Completo,"R$ 4.130,97",Caminhão,Diesel,802,Mais funcionalidades,Segurança,Localização,Postos mais modernos,"Importante, mas não influencia minha escolha",Semanalmente,Preço,Semanalmente,Ambiental,Bom
Bruno Barbosa,Masculino,25,Santos Alegre,AL,Divorciado(a),Ensino Superior Completo,"R$ 1.798,95",Caminhão,Diesel,38,Maior facilidade de uso,Limpeza e organização,Qualidade do combustível,Postos mais modernos,Não considero importante,Mensalmente,Localização,Mensalmente,Indicação,Excelente
Marina Duarte,Feminino,71,Costa,AL,Divorciado(a),Ensino Médio Completo,"R$ 2.505,65",Caminhão,Diesel,2438,Mais funcionalidades,Limpeza e organização,Preço,Mais opções de pagamento,Extremamente importante e só escolho postos que levam isso a sério,Mensalmente,Promoções e Descontos,Raramente,Facilidade,Excelente
Samuel Moraes,Feminino,52,Martins do Norte,PB,Solteiro(a),Ensino Superior Completo,"R$ 1.960,62",Carro,Gasolina,1394,Maior facilidade de uso,Atendimento ao cliente,Localização,Programa de fidelidade,Não considero importante,Diariamente,Serviços Oferecidos,Mensalmente,Indicação,Ruim
Isadora Pinto,Feminino,49,da Rocha,CE,Casado(a),Ensino Médio Incompleto,"R$ 1.583,24",Carro,Gasolina,2951,Mais funcionalidades,Limpeza e organização,Serviços adicionais,Programa de fidelidade,Não considero importante,Diariamente,Promoções e Descontos,Diariamente,Ambiental,Excelente
Maria Vitória Nogueira,Feminino,69,Silveira de Minas,SP,Casado(a),Ensino Superior Completo,"R$ 7.559,05",Ônibus,Diesel,2559,Maior facilidade de uso,Segurança,Preço,Mais opções de pagamento,Não considero importante,Diariamente,Promoções e Descontos,Raramente,Facilidade,Ótimo
Arthur da Mata,Masculino,40,Campos,RS,Divorciado(a),Ensino Médio Completo,"R$ 2.917,67",Camionete,Diesel,50,Maior facilidade de uso,Combustível de qualidade,Preço,Melhorias no ambiente de loja de conveniência,Não considero importante,Semanalmente,Localização,Mensalmente,Ambiental,Bom
Maria Sophia Cunha,Feminino,47,Pires de Minas,PR,Divorciado(a),Ensino Médio Completo,"R$ 6.126,76",Camionete,Diesel,4436,Design do aplicativo,Segurança,Preço,Programa de fidelidade,Extremamente importante e só escolho postos que levam isso a sério,Mensalmente,Serviços Oferecidos,Semanalmente,Indicação,Bom
Maria Cecília Ramos,Feminino,25,Campos,RS,Solteiro(a),Ensino Superior Completo,"R$ 7.869,06",Caminhão,Diesel,449,Design do aplicativo,Combustível de qualidade,Qualidade do combustível,Postos mais modernos,Não considero importante,Mensalmente,Preço,Diariamente,Ambiental,Bom
Vinicius Azevedo,Feminino,22,da Costa do Norte,MS,Divorciado(a),Ensino Superior Completo,"R$ 8.062,27",Ônibus,Diesel,1236,Design do aplicativo,Limpeza e organização,Qualidade do combustível,Programa de fidelidade,Não considero importante,Semanalmente,Localização,Diariamente,Ambiental,Excelente
Laís Carvalho,Feminino,41,Souza do Sul,AM,Viúvo(a),Ensino Médio Completo,"R$ 7.892,31",Caminhão,Diesel,1050,Design do aplicativo,Combustível de qualidade,Serviços adicionais,Melhorias no ambiente de loja de conveniência,Importante e influencia minha escolha,Raramente,Preço,Raramente,Economia,Ótimo
Marcos Vinicius Teixeira,Feminino,27,Gomes,AM,Divorciado(a),Ensino Médio Completo,"R$ 2.698,49",Moto,Gasolina,452,Design do aplicativo,Limpeza e organização,Localização,Melhorias no ambiente de loja de conveniência,Não considero importante,Diariamente,Promoções e Descontos,Mensalmente,Facilidade,Ótimo
Dr. Francisco Araújo,Masculino,31,Nascimento do Campo,MG,Solteiro(a),Ensino Médio Completo,"R$ 9.085,98",Caminhão,Diesel,3579,Mais funcionalidades,Atendimento ao cliente,Preço,Postos mais modernos,"Importante, mas não influencia minha escolha",Diariamente,Formas de Pagamento,Diariamente,Indicação,Ruim
Kamilly da Conceição,Masculino,22,da Cunha de da Paz,PE,Solteiro(a),Ensino Médio Completo,"R$ 1.595,59",Moto,Gasolina,3943,Ofertas mais atraentes,Segurança,Localização,Programa de fidelidade,Importante e influencia minha escolha,Diariamente,Qualidade Combustível,Mensalmente,Indicação,Ótimo
Diogo Vieira,Feminino,54,Sales,RO,Casado(a),Ensino Superior Incompleto,"R$ 9.086,50",Caminhão,Diesel,1863,Mais funcionalidades,Combustível de qualidade,Qualidade do combustível,Mais opções de pagamento,Importante e influencia minha escolha,Semanalmente,Qualidade Combustível,Diariamente,Ambiental,Bom
Luiz Otávio Souza,Masculino,79,Vieira,CE,Viúvo(a),Pós-graduação,"R$ 5.826,65",Moto,Gasolina,2592,Design do aplicativo,Combustível de qualidade,Localização,Melhorias no ambiente de loja de conveniência,"Importante, mas não influencia minha escolha",Raramente,Promoções e Descontos,Mensalmente,Economia,Excelente
Rafael Cardoso,Masculino,52,Barros do Campo,ES,Divorciado(a),Ensino Superior Incompleto,"R$ 5.329,37",Carro,Gasolina,1925,Maior facilidade de uso,Combustível de qualidade,Preço,Postos mais modernos,"Importante, mas não influencia minha escolha",Mensalmente,Qualidade Combustível,Semanalmente,Indicação,Excelente
Maria Julia Silva,Feminino,46,Nunes do Oeste,SC,Viúvo(a),Ensino Superior Completo,"R$ 8.406,94",Carro,GNV,4637,Mais funcionalidades,Combustível de qualidade,Preço,Postos mais modernos,Importante e influencia minha escolha,Raramente,Serviços Oferecidos,Semanalmente,Vantagens,Bom
Ana Beatriz Moura,Masculino,60,Ferreira de Costela,SE,Divorciado(a),Ensino Superior Incompleto,"R$ 5.730,31",Ônibus,Diesel,1015,Design do aplicativo,Atendimento ao cliente,Localização,Melhorias no ambiente de loja de conveniência,"Importante, mas não influencia minha escolha",Semanalmente,Localização,Mensalmente,Economia,Excelente
Erick Melo,Masculino,49,Gomes de Almeida,MG,Divorciado(a),Pós-graduação,"R$ 2.685,81",Caminhão,Diesel,2555,Design do aplicativo,Limpeza e organização,Serviços adicionais,Postos mais modernos,"Importante, mas não influencia minha escolha",Diariamente,Preço,Diariamente,Economia,Ótimo
Melissa da Mota,Masculino,18,Rodrigues,RS,Casado(a),Ensino Médio Incompleto,"R$ 2.850,22",Camionete,Diesel,1614,Mais funcionalidades,Segurança,Serviços adicionais,Programa de fidelidade,Importante e influencia minha escolha,Mensalmente,Qualidade Combustível,Raramente,Facilidade,Ruim
Bruna Costa,Masculino,71,Cavalcanti,ES,Divorciado(a),Ensino Superior Incompleto,"R$ 3.732,12",Caminhão,Diesel,2304,Design do aplicativo,Segurança,Preço,Postos mais modernos,Não considero importante,Diariamente,Qualidade Combustível,Diariamente,Indicação,Bom
Heitor Costa,Feminino,67,Cavalcanti,PE,Solteiro(a),Ensino Superior Completo,"R$ 7.801,28",Ônibus,Diesel,89,Design do aplicativo,Atendimento ao cliente,Serviços adicionais,Mais opções de pagamento,Não considero importante,Raramente,Promoções e Descontos,Raramente,Vantagens,Ótimo
Ana Luiza Barbosa,Masculino,49,Cunha da Praia,BA,Divorciado(a),Ensino Superior Completo,"R$ 5.247,47",Ônibus,Diesel,4915,Mais funcionalidades,Combustível de qualidade,Preço,Mais opções de pagamento,Não considero importante,Mensalmente,Localização,Semanalmente,Vantagens,Ruim
Emilly da Conceição,Feminino,55,Nascimento,ES,Viúvo(a),Ensino Superior Completo,"R$ 9.257,14",Carro,Álcool,3954,Maior facilidade de uso,Limpeza e organização,Qualidade do combustível,Programa de fidelidade,Não considero importante,Semanalmente,Formas de Pagamento,Diariamente,Facilidade,Ótimo
Srta. Mirella da Paz,Masculino,64,Ribeiro,PE,Viúvo(a),Pós-graduação,"R$ 3.166,02",Carro,Gasolina,193,Maior facilidade de uso,Segurança,Serviços adicionais,Postos mais modernos,Extremamente importante e só escolho postos que levam isso a sério,Raramente,Preço,Semanalmente,Economia,Ruim
Nicole Monteiro,Feminino,50,Barros,GO,Viúvo(a),Pós-graduação,"R$ 9.134,11",Caminhão,Diesel,284,Design do aplicativo,Combustível de qualidade,Localização,Mais opções de pagamento,Importante e influencia minha escolha,Mensalmente,Formas de Pagamento,Raramente,Ambiental,Excelente
Dra. Giovanna Campos,Feminino,78,Rocha,PE,Solteiro(a),Ensino Superior Completo,"R$ 2.120,42",Caminhão,Diesel,2632,Ofertas mais atraentes,Limpeza e organização,Localização,Postos mais modernos,Extremamente importante e só escolho postos que levam isso a sério,Mensalmente,Promoções e Descontos,Semanalmente,Facilidade,Excelente
Ana Freitas,Masculino,49,Araújo de Goiás,SC,Divorciado(a),Ensino Superior Completo,"R$ 9.691,10",Carro,Gasolina,271,Design do aplicativo,Limpeza e organização,Serviços adicionais,Melhorias no ambiente de loja de conveniência,Importante e influencia minha escolha,Raramente,Serviços Oferecidos,Raramente,Indicação,Excelente
Dr. Luiz Fernando Fernandes,Feminino,56,Mendes,MT,Casado(a),Pós-graduação,"R$ 7.830,30",Caminhão,Diesel,2898,Design do aplicativo,Atendimento ao cliente,Qualidade do combustível,Melhorias no ambiente de loja de conveniência,Importante e influencia minha escolha,Semanalmente,Promoções e Descontos,Diariamente,Indicação,Bom
Gabrielly da Rosa,Feminino,74,Moraes,CE,Viúvo(a),Ensino Superior Incompleto,"R$ 7.980,05",Caminhão,Diesel,192,Maior facilidade de uso,Segurança,Qualidade do combustível,Programa de fidelidade,"Importante, mas não influencia minha escolha",Diariamente,Formas de Pagamento,Mensalmente,Vantagens,Bom
Daniela Freitas,Masculino,58,Moreira do Norte,SC,Solteiro(a),Pós-graduação,"R$ 2.431,39",Caminhão,Diesel,2659,Design do aplicativo,Segurança,Serviços adicionais,Mais opções de pagamento,Não considero importante,Mensalmente,Localização,Semanalmente,Indicação,Excelente
Olivia Moreira,Masculino,46,Alves de Sales,RJ,Solteiro(a),Ensino Superior Completo,"R$ 2.061,46",Caminhão,Diesel,3664,Mais funcionalidades,Limpeza e organização,Localização,Postos mais modernos,Extremamente importante e só escolho postos que levam isso a sério,Raramente,Formas de Pagamento,Raramente,Ambiental,Ruim
Dra. Brenda Lopes,Feminino,78,Fogaça,PB,Divorciado(a),Pós-graduação,"R$ 9.154,90",Camionete,Diesel,3650,Ofertas mais atraentes,Limpeza e organização,Serviços adicionais,Postos mais modernos,Importante e influencia minha escolha,Diariamente,Formas de Pagamento,Diariamente,Ambiental,Bom
Renan Costa,Masculino,65,Moraes da Serra,AP,Divorciado(a),Ensino Médio Incompleto,"R$ 3.997,18",Ônibus,Diesel,3934,Mais funcionalidades,Segurança,Qualidade do combustível,Programa de fidelidade,Importante e influencia minha escolha,Diariamente,Localização,Diariamente,Facilidade,Ótimo
Pietra Campos,Masculino,66,Moraes,AC,Solteiro(a),Ensino Médio Incompleto,"R$ 8.159,92",Moto,Gasolina,4302,Ofertas mais atraentes,Combustível de qualidade,Serviços adicionais,Melhorias no ambiente de loja de conveniência,Não considero importante,Semanalmente,Localização,Raramente,Economia,Ruim
Mariana Araújo,Masculino,33,Moreira do Sul,RS,Viúvo(a),Ensino Médio Completo,"R$ 8.512,88",Ônibus,Diesel,1321,Mais funcionalidades,Atendimento ao cliente,Qualidade do combustível,Programa de fidelidade,Não considero importante,Diariamente,Formas de Pagamento,Diariamente,Facilidade,Ótimo
Alana Araújo,Masculino,21,Aragão,AM,Divorciado(a),Ensino Superior Incompleto,"R$ 2.091,36",Caminhão,Diesel,3431,Ofertas mais atraentes,Combustível de qualidade,Serviços adicionais,Programa de fidelidade,Não considero importante,Diariamente,Preço,Semanalmente,Indicação,Bom
Gabrielly Alves,Masculino,28,Pereira,RO,Casado(a),Pós-graduação,"R$ 7.991,73",Carro,Gasolina,4733,Ofertas mais atraentes,Atendimento ao cliente,Qualidade do combustível,Programa de fidelidade,Não considero importante,Raramente,Serviços Oferecidos,Mensalmente,Ambiental,Excelente
Henrique da Costa,Feminino,27,Ramos de Peixoto,AC,Solteiro(a),Ensino Médio Completo,"R$ 4.635,94",Caminhão,Diesel,1299,Mais funcionalidades,Limpeza e organização,Qualidade do combustível,Melhorias no ambiente de loja de conveniência,"Importante, mas não influencia minha escolha",Semanalmente,Formas de Pagamento,Mensalmente,Economia,Bom
Rebeca Moraes,Feminino,40,Cavalcanti,BA,Solteiro(a),Ensino Superior Completo,"R$ 7.475,66",Ônibus,Diesel,3206,Design do aplicativo,Atendimento ao cliente,Qualidade do combustível,Postos mais modernos,"Importante, mas não influencia minha escolha",Mensalmente,Formas de Pagamento,Mensalmente,Vantagens,Ótimo
Maitê da Paz,Masculino,51,Gomes,MG,Solteiro(a),Ensino Médio Completo,"R$ 3.174,25",Camionete,Diesel,3625,Mais funcionalidades,Atendimento ao cliente,Preço,Postos mais modernos,Não considero importante,Semanalmente,Preço,Semanalmente,Economia,Ruim
Dra. Luna Moraes,Masculino,60,Lima,DF,Viúvo(a),Ensino Médio Completo,"R$ 1.416,13",Ônibus,Diesel,4427,Maior facilidade de uso,Atendimento ao cliente,Localização,Programa de fidelidade,Não considero importante,Raramente,Preço,Mensalmente,Ambiental,Ruim
Brenda Martins,Masculino,63,Gonçalves do Sul,BA,Solteiro(a),Ensino Médio Incompleto,"R$ 3.327,20",Carro,GNV,3801,Ofertas mais atraentes,Atendimento ao cliente,Serviços adicionais,Melhorias no ambiente de loja de conveniência,Extremamente importante e só escolho postos que levam isso a sério,Diariamente,Localização,Raramente,Indicação,Ruim
Emanuelly Rezende,Masculino,37,Viana Alegre,MA,Solteiro(a),Ensino Superior Incompleto,"R$ 5.452,40",Carro,Gasolina,4761,Mais funcionalidades,Segurança,Preço,Melhorias no ambiente de loja de conveniência,"Importante, mas não influencia minha escolha",Raramente,Serviços Oferecidos,Raramente,Economia,Bom
Daniel Cardoso,Masculino,64,da Costa,RN,Casado(a),Pós-graduação,"R$ 7.278,94",Caminhão,Diesel,1051,Maior facilidade de uso,Combustível de qualidade,Preço,Melhorias no ambiente de loja de conveniência,"Importante, mas não influencia minha escolha",Semanalmente,Formas de Pagamento,Mensalmente,Vantagens,Ótimo
Alícia Nogueira,Masculino,18,Peixoto dos Dourados,AM,Divorciado(a),Ensino Superior Incompleto,"R$ 1.454,19",Moto,Gasolina,1167,Design do aplicativo,Limpeza e organização,Localização,Postos mais modernos,Importante e influencia minha escolha,Semanalmente,Formas de Pagamento,Semanalmente,Economia,Ótimo
Luiz Fernando Souza,Masculino,54,Barros da Mata,AM,Casado(a),Ensino Médio Incompleto,"R$ 2.216,11",Moto,Gasolina,1825,Design do aplicativo,Limpeza e organização,Localização,Mais opções de pagamento,Não considero importante,Diariamente,Serviços Oferecidos,Raramente,Ambiental,Excelente
João Gabriel Alves,Feminino,18,Carvalho,MS,Casado(a),Ensino Superior Completo,"R$ 9.734,49",Carro,Álcool,190,Mais funcionalidades,Combustível de qualidade,Qualidade do combustível,Mais opções de pagamento,Não considero importante,Semanalmente,Localização,Diariamente,Ambiental,Ruim
Davi da Mota,Masculino,35,Silva,MA,Solteiro(a),Ensino Superior Completo,"R$ 7.753,40",Ônibus,Diesel,2077,Maior facilidade de uso,Atendimento ao cliente,Preço,Melhorias no ambiente de loja de conveniência,Extremamente importante e só escolho postos que levam isso a sério,Raramente,Preço,Semanalmente,Economia,Bom
João Pedro Cunha,Feminino,26,Azevedo de Oliveira,BA,Casado(a),Ensino Médio Completo,"R$ 2.059,37",Carro,Gasolina,1332,Mais funcionalidades,Combustível de qualidade,Preço,Postos mais modernos,"Importante, mas não influencia minha escolha",Semanalmente,Promoções e Descontos,Mensalmente,Vantagens,Ótimo
Stephany Jesus,Masculino,41,Alves do Oeste,RN,Solteiro(a),Ensino Superior Completo,"R$ 6.403,32",Ônibus,Diesel,2176,Design do aplicativo,Atendimento ao cliente,Localização,Mais opções de pagamento,Importante e influencia minha escolha,Semanalmente,Localização,Raramente,Ambiental,Bom
Mariana Lopes,Feminino,23,Ferreira de Nogueira,PE,Casado(a),Ensino Médio Completo,"R$ 9.687,54",Carro,GNV,136,Mais funcionalidades,Segurança,Serviços adicionais,Postos mais modernos,"Importante, mas não influencia minha escolha",Mensalmente,Promoções e Descontos,Raramente,Facilidade,Ótimo
Breno Almeida,Feminino,69,Campos do Amparo,MS,Casado(a),Pós-graduação,"R$ 9.087,16",Caminhão,Diesel,4479,Mais funcionalidades,Limpeza e organização,Preço,Melhorias no ambiente de loja de conveniência,Importante e influencia minha escolha,Raramente,Qualidade Combustível,Raramente,Vantagens,Ruim
Ian Cavalcanti,Feminino,57,Cunha,AM,Divorciado(a),Ensino Superior Incompleto,"R$ 3.114,04",Ônibus,Diesel,1269,Maior facilidade de uso,Segurança,Localização,Mais opções de pagamento,Importante e influencia minha escolha,Raramente,Preço,Raramente,Indicação,Excelente
Lucas Silva,Masculino,20,Moraes,SP,Viúvo(a),Pós-graduação,"R$ 7.064,12",Ônibus,Diesel,1615,Maior facilidade de uso,Combustível de qualidade,Qualidade do combustível,Programa de fidelidade,Importante e influencia minha escolha,Diariamente,Promoções e Descontos,Semanalmente,Vantagens,Bom
Sofia Rodrigues,Masculino,46,Lima,MA,Divorciado(a),Ensino Superior Incompleto,"R$ 5.624,87",Camionete,Diesel,1181,Maior facilidade de uso,Segurança,Serviços adicionais,Melhorias no ambiente de loja de conveniência,Não considero importante,Mensalmente,Formas de Pagamento,Raramente,Economia,Excelente
Srta. Clarice da Conceição,Masculino,48,Campos,AM,Divorciado(a),Ensino Superior Incompleto,"R$ 6.527,12",Caminhão,Diesel,3861,Mais funcionalidades,Combustível de qualidade,Qualidade do combustível,Postos mais modernos,Importante e influencia minha escolha,Diariamente,Localização,Raramente,Facilidade,Ótimo
Davi Lucca Fogaça,Feminino,45,Moraes Paulista,DF,Casado(a),Ensino Superior Incompleto,"R$ 3.455,26",Ônibus,Diesel,2337,Ofertas mais atraentes,Limpeza e organização,Serviços adicionais,Programa de fidelidade,Não considero importante,Diariamente,Serviços Oferecidos,Semanalmente,Facilidade,Ruim
Gustavo Henrique Melo,Feminino,56,Moreira da Mata,ES,Divorciado(a),Ensino Médio Incompleto,"R$ 8.714,68",Caminhão,Diesel,431,Mais funcionalidades,Limpeza e organização,Serviços adicionais,Melhorias no ambiente de loja de conveniência,Importante e influencia minha escolha,Raramente,Serviços Oferecidos,Mensalmente,Indicação,Bom
Raquel Castro,Feminino,21,Silva de Campos,GO,Solteiro(a),Ensino Superior Completo,"R$ 5.002,53",Ônibus,Diesel,950,Maior facilidade de uso,Combustível de qualidade,Preço,Mais opções de pagamento,"Importante, mas não influencia minha escolha",Mensalmente,Localização,Diariamente,Ambiental,Excelente
